item,itemLabel
Q18611310,Léon Devos
Q30073332,Martino_da_Verona
Q18611336,Ra Paulette
Q3311257,Michelangelo_di_Pietro
Q18612236,Joseph P. Guth
Q2070389,Pellegrino_di_Giovanni
Q186123,Francis Fukuyama
Q18218240,Piero_di_Lorenzo_di_Pratese_di_Bartolo_Zuccheri
Q18612410,Bholekar Srihari
Q17510939,Francesco_Carradori
Q18612592,Alfred Bonnardot
Q17515859,James_Fitton_(artist)
Q18612947,Taslima Akhter
Q3155758,István_Burchard-Bélaváry
Q1861382,Sylvester Shchedrin
Q17626604,Alexander_Brownlie_Docharty
Q1861446,Louis Royer
Q12012418,Joost_Baljeu
Q18615658,Julia Wilmotte Henshaw
Q17627016,Ernst_Plassmann
Q18615761,Jerrold E. Lomax
Q3388212,Pietro_degli_Ingannati
Q1861584,Gaston Relens
Q18218010,Bernardino_del_Signoraccio
Q18619092,Remington Schuyler
Q18640895,Pietro_di_Domenico
Q18619202,Richard Crichton
Q18218130,Bartolomeo_Valiani
Q18619351,Charles Kinnear
Q18217830,Pietro_di_Niccolò_da_Orvieto
Q18619355,A. Lawrence Kocher
Q3498003,Stefano_d'Antonio_di_Vanni
Q18619360,Reginald Uren
Q18206801,Baldassarre_di_Biagio
Q18619385,Arik Levy
Q17984392,Lambert_Barnard
Q18619414,John McLachan
Q17626476,Herbert_Badham
Q18619459,Robert Reid Raeburn
Q17523809,Dale_Zarrella
Q18619946,Carl Wilhelm Hahn
Q19627268,Cynicus
Q1862092,Vyacheslav Butusov
Q17626723,Robert_Greenlees
Q18620935,Eugen Kampf
Q18217839,Pecino_da_Nova
Q18622397,Samuel Anderson Robb
Q18162836,Bernardino_Bergognone
Q18626162,JanLeonardo
Q3417360,Raffaello_Botticini
Q186265,William Burges
Q2117132,Albert_Eugene_Gallatin
Q18626560,Josef Hartwig
Q1221267,Dieric_Bouts_the_Younger
Q186273,Kōbō Abe
Q4503785,Oleg_Tselkov
Q18627779,Marjetka Jeršek
Q3119483,Guidoccio_Cozzarelli
Q18630813,Miloš Bajić
Q17557326,Robert_Spencer_(artist)
Q18630918,William Pope Barney
Q18206748,Matteo_de_Fedeli
Q18630919,Laura Umansky
Q18206891,Francesco_de'_Franceschi
Q18630942,Charles M. Eastman
Q2216917,Jacob_van_Laethem
Q18631138,Howard Wright Cutler
Q64340,Filippo_Mazzola
Q18631154,Brad Friedmutter
Q18633127,Francisco_de_Osona
Q18631207,Warren Powers Laird
Q9070303,Rodrigo_de_Osona
Q18631221,Berta Margoulies
Q18011397,Alessandro_Pampurino
Q18631244,Thomas O'Brien
Q18217872,Martino_Piazza
Q18631253,Phil Torres
Q18180885,Pedro_Romana
Q18631262,Alan Resnick
Q87997,Ernst_von_Bandel
Q18631308,Ralph D. Cornell
Q1085076,Christoph_Haizmann
Q18631417,Honey Mahogany
Q18218011,Francesco_Signorelli
Q18631651,Samuel A. Bullard
Q18210625,Nikolaos_Tzafouris
Q18631702,Reva Jackman
Q18218141,Antonio_da_Vendri
Q18631751,Jefferson Pinder
Q2898908,Bernardino_Zaganelli
Q18631821,Barbara Bestor
Q3026918,Didier_Barra
Q18631903,Edward L. Loper, Sr.
Q1578692,Hans_Besser
Q18631993,William Carbys Zimmerman
Q17747226,Gerrit_van_Bloclant
Q18632014,Tanya Ashken
Q3370385,Paul-Émile_Boutigny
Q18632016,Raewyn Atkinson
Q2094286,Pieter_van_der_Borcht_the_Elder
Q18632027,Paul Beadle
Q15455106,Woldemar_Hottenroth
Q18632032,Adele Enersen
Q18359153,Jayasiri_Semage
Q18632073,Jim Cooper
Q592326,Joseph_Villevieille
Q18632077,May Davis
Q1528563,Giuseppe_Patania
Q18632083,Alison Stirling Duff
Q17989400,Jan_Anton_van_der_Baren
Q18632147,Tony Kuepfer
Q18164807,Frederick_Fiebig
Q18632171,Owen Mapp
Q18160242,Geoffrey_Sneyd_Garnier
Q18632199,Manos Nathan
Q998188,Vincenzo_Riolo
Q18632201,Chester Nealie
Q12749332,Branko_Ružić_(sculptor)
Q18632203,Indira Neville
Q18209623,James_Parmentier
Q18632205,Niki Hastings-McFall
Q2877002,Brad_Howe
Q18632230,Baye Riddell
Q17612681,R._Kenton_Nelson
Q18632292,Ronnie van Hout
Q17612623,Michael_C._McMillen
Q18632297,Wi Taepa
Q18510615,Girolamo_Comi
Q18632300,Merilyn Wiseman
Q18007777,Albert_Cornelis
Q18632636,Walther Benser
Q5929490,Jerónimo_Cosida
Q186327,Marilyn Manson
Q2386193,Nicolas_Denisot
Q1863438,Thomas Crawford
Q22003851,Douglas_Darden
Q18635473,Walter Victor
Q17626492,Joseph_Clayton_Bentley
Q18636872,Jean Fourton
Q17619497,Hugh_Bolton_Jones
Q18636954,François Schommer
Q761376,August_Christian_Geist
Q18637082,Laia Abril
Q1562479,Jean_Bungartz
Q18637233,Chen Tianzhuo
Q18348057,Clyde_Waddell
Q18637249,James Pearse Connelly
Q3604346,Achille_Beltrame
Q18637379,William Gagan
Q18207073,Maximilien_Lambert_Gelissen
Q18637481,Agustina Jacobi
Q18002276,Étienne_Dumonstier
Q18637503,Andy Jones
Q18009060,Domenico_Falcini
Q18637673,Jacobo Montvelisky
Q3635372,Bartolomeo_Gennari
Q18637730,Sukki Singapora
Q3731195,Ercole_Gennari
Q18637883,Amer Shomali
Q18210321,Lorenzo_Gennari
Q18637934,Mikhael Subotzky
Q12359074,Anatoly_Kaigorodov
Q18637964,Ben Thomas
Q89854,Hermann_Gemmel
Q18638159,Simon Basher
Q17682630,David_Weidman
Q18638201,Kris Burley
Q18206024,Francesco_Colelli
Q18638528,Thomas Callaway
Q18206437,Domiziano_Domiziani
Q18639014,Gustav Deutsch
Q18663487,Domenico_De_Angelis
Q18639362,Karl Langer
Q18217728,Luigi_Michelacci
Q18639379,Joseph R. Koberling, Jr.
Q18163084,David_Gauld
Q18639511,Edgar Britton
Q360376,Jean_Gautherin
Q18639779,Maxwell Starkman
Q17917687,Kaj_Ejstrup
Q18639793,Hijjas Kasturi
Q1350212,Rudolf_Hellgrewe
Q18639938,William Zuk
Q18359108,Viggo_Rørup
Q18639980,Nan Lurie
Q18214551,Dinu_Grigoresco
Q18639983,Alexander Nelke
Q18716158,Ernest_Haskell
Q18640360,Charles Reed
Q3056831,Auguste_Gendron
Q18640437,Charles William Thomas Fulton
Q2174489,Rudolph_Suhrlandt
Q18640622,Jørgen Gudmundsen-Holmgreen
Q18218123,Ignaz_Unterberger
Q18640652,Lois Howe
Q15791040,Carl_Geist
Q18640690,F. J. North
Q18355567,O._E._L._"Bud"_Graves
Q18640702,Olive Coates Palgrave
Q1789065,Kris_Martin
Q18642493,Tugal Caris
Q18217854,Antonio_Paticchi
Q18642739,Johannes Pieter de Frey
Q18207043,Pietro_Francesco_Garoli
Q18644723,Dane Coolidge
Q18166179,Mervyn_Ashmore_Smith
Q18645764,Robert Juvin
Q18206992,Sears_Gallagher
Q18645767,Sidney E. King
Q18129153,Ignazio_Paluselli
Q18645796,Mark Mills
Q1112901,Wendelin_Moosbrugger
Q18645817,Helen Parsons Shepherd
Q2833150,Alexander_Kosolapov
Q18645825,Roy Raymonde
Q18159730,Clifford_Hall_(painter)
Q18645938,Alexander Brown Wilson
Q18149642,Arthur_William_Brown
Q18645941,Kenneth Alexander
Q18159920,Hugh_Adam_Crawford
Q18645942,Alfred Coleman
Q1600073,Heinz_Braun
Q18646009,John William Brown
Q1145343,Curt_Stoermer
Q18646046,Jack Cato
Q18151767,Harry_Wright_Goodhue
Q18646052,Alcide Chaussé
Q18386282,Sun_Liangang
Q18646065,Barnett Michael Clinedinst
Q1041359,Carl_von_Häberlin
Q18646073,Frank Gibson Costello
Q18021942,Jamie_Baldridge
Q1864695,Frank Hinman Pierpont
Q18098196,Charles_Gaines_(artist)
Q18646984,August Duvier
Q18047565,George_Henry_Harrison
Q18649109,Jan Elias Kikkert
Q18124886,Michael_Ford_(artist)
Q18654683,Noël Bourret
Q18164298,Brian_Rice_(artist)
Q1865524,Marcel Mariën
Q18218183,Daniel_A._Wehrschmidt
Q18658535,Edward Sövik
Q18097209,Eduardo_Abaroa_(artist)
Q1866089,Yankel Feather
Q4292570,Arseny_Meshchersky
Q186630,Ernesto Sabato
Q3587712,Élie-Jean_Vézien
Q18663468,Jacob Xaver Schmuzer
Q18218106,Faustino_Trebbi
Q18663501,Richard Westmacott
Q18160053,Sigismund_Goetze
Q1866375,Hubert Goltzius
Q18207677,Richard_Chanlaire
Q1866386,Louis Rhead
Q1863471,Jules_Victor_Génisson
Q1866958,Lloyd Wright
Q18152160,Gustav_Hellberg
Q18670641,Agnes Garrett
Q592498,Anton_Peschka
Q18670723,Andrew Henderson
Q18645807,Royal_Nebeker
Q18670756,Antonia Yeoman
Q1461086,Friedrich_Meinecke_(sculptor)
Q18670872,Charles Blair Leighton
Q18351202,Dennis_Roy_Hodds
Q18670875,Charles Lewis
Q18124485,Biman_Bihari_Das
Q18670876,Charles James Lewis
Q18123792,Fryderyk_Krzysztof_Dietrich
Q18670971,David Cooke Gibson
Q18124258,Frederick_E._Olmsted
Q18671105,Eila Campbell
Q1042354,Carlo_Pellegrini_(19th-century_painter)
Q18671129,Elizabeth Mayo
Q18161007,Peter_Le_Vasseur
Q18671434,Henry L'Estrange Styleman Le Strange
Q18349091,Henri-Paul_Mottez
Q18671502,Humphrey Hopper
Q1918675,Master_of_Delft
Q18671997,John St John Long
Q18133192,Herman_Armour_Webster
Q18672020,John Francis Moore
Q18160600,James_Holmes_(artist)
Q18672117,Richard Arthur Ledward
Q11160767,Rafael_de_Penagos
Q18672133,Richard Moore
Q4240033,Vasily_Kreitan
Q18672146,Richard Usher
Q18217444,Iké_Udé
Q18672160,Robert Gemmell Hutchison
Q3302669,Maxime_Real_del_Sarte
Q18672300,Samuel Keys
Q17522652,Jan_Hendrik_Brandon
Q18672610,Thomas Lound
Q18206305,Willis_E._Davis_(painter)
Q18672616,Thomas Major
Q18175314,Richard_St_John_Tyrwhitt
Q18672839,William Howell
Q18207527,Victor_Brockdorff
Q18673008,James Edward Purdy
Q20050780,Hani_Zurob
Q18674010,Joseph Henry Good
Q18385813,Joseph_Longhurst
Q18674109,THE KID
Q18206227,Benedetto_dal_Buono
Q18674230,Michael Kean
Q18176344,Ernst_Syberg
Q18674318,Peter Hall
Q18351123,Alfred_Simonsen
Q18674327,Peter Mills
Q18362130,Ole_Kielberg
Q18674372,Rhoda Garrett
Q5923274,Ivan_Mitford-Barberton
Q18675095,Jerry Bywaters
Q20711533,Michael_Lotenero
Q18676688,Okayado
Q18217336,Giovanni_Battista_Grati
Q186795,Alfred Wainwright
Q18217670,Andrea_Ferreri
Q1867953,Nanine Vallain
Q18205879,Angelo_Michele_Cavazzoni
Q18681460,Bruce Bernard
Q5857931,Federico_del_Campo
Q18681494,Gillian Howell
Q5788462,Johannes_Hansen_(sculptor)
Q18683931,Peter Alger
Q18205855,Johannes_Carstensen
Q18684136,Jitka Hanzlová
Q18199027,Ahmed_Emad_Eldin
Q18684571,Lisa Barnard
Q18356320,Freddie_A._Lerche
Q18684959,Olivia Marie Braida-Chiusano
Q18391546,Russell_Young_(artist)
Q18685454,James Cloutier
Q18641465,Jack_Doherty_(potter)
Q18685584,Curtis Graves
Q11594977,Iwao_Akiyama
Q18685604,Dallas Nagata White
Q18219970,Gilbert_Jackson
Q18685628,David Gonzalez
Q1865545,Litterio_Paladino
Q18685799,Khalil Rahman
Q1528548,Giuseppe_Paladino_(1721-1794)
Q18685820,Adonis Durado
Q18352573,Anthony_Colbert
Q18685837,Arthur Dyson
Q19665073,Erik_Hagens
Q18685867,Dave Comer
Q18386362,Jørgen_Rømer
Q18685896,Gino Pellegrini
Q12341046,Vilhelm_Rosenstand
Q18685923,Jonathan Emmett
Q18351117,Alfred_Godwin
Q18685930,Randall Enos
Q5359654,Otto_Haslund
Q18686092,John Fallon
Q18330891,Louis_Joseph_Bahin
Q18686095,Miss Fame
Q1263643,Samuel_Theodor_Gericke
Q18686095,Miss Fame
Q4515092,Boris_Chetkov
Q18686182,Lesley Foxcroft
Q18352661,Antonio_Longo_(painter)
Q18686273,Tomer Ganihar
Q3430629,Ludvig_Brandstrup
Q18686337,Patrik Giardino
Q18331438,Serge_Youriévitch
Q18686350,Kanan Gill
Q18393262,Rajendra_Tikku
Q18686428,Fred Goudon
Q2871069,Auguste_Bonheur
Q18686472,Gregory Amenoff
Q5936386,Knud_Larsen
Q18686473,Tyler Knott Gregson
Q18330938,Engelbert_Ergo
Q18686493,Guesswho
Q1305835,Einar_Forseth
Q18686547,Haleem Khan
Q1045522,Carsten_Eggers
Q18686555,Emilie Halpern
Q12762466,Anton_Hám
Q18686631,Susannah Hays
Q11975473,Hjalmar_Haalke
Q18686640,Deborah Heiligman
Q18391226,Moshe_Bromberg
Q18686642,Christine Hellyar
Q2070040,Joakim_Skovgaard
Q1868680,Antoine Rivalz
Q575664,Jean_Morin_(artist)
Q18687814,Marcel Holmberg
Q361327,Adolf_Eberle
Q18687863,Matt Hoyle
Q18808815,Jerry_Jofen
Q186902,Yi Sam-pyeong
Q3162112,Janus_la_Cour
Q18692616,Albert Trachsel
Q18331410,Matthieu_van_Plattenberg
Q18692845,Ron van der Ende
Q12321382,Karl_Jensen_(painter)
Q18692983,Theano Fotiou
Q18356440,Friedrich_König_(painter)
Q18694173,Richard McGuire
Q6083336,Godtfred_Rump
Q18697498,Etienne Tricaud
Q18338159,Edouard_Manduau
Q18698342,Clinton Day
Q3426288,Niels_Skovgaard
Q18700872,Kazuma Ogaeri
Q17130848,Torsten_Ottersen_Hoff
Q1870108,Lorenz Lechler
Q18631256,Earle_M._Pilgrim
Q1870121,Lorenz Natter
Q20195255,Hamish_Mackie
Q18702984,Bobo Faulkner
Q17429751,Jan_Kamphuysen
Q1870377,Zadok Ben-David
Q5600298,Mogens_Bøggild
Q18704642,Nevdon Jamgochian
Q18388517,Pieter_van_Noort
Q18704906,Benny R. Powell
Q3725553,Enric_Clarasó
Q18705187,Steve Fullmer
Q18395962,Wade_Reynolds
Q18705219,Matthias Laurenz Gräff
Q5787056,Svend_Hammershøi
Q18705260,Avis Higgs
Q3420779,Raymond_Couvègnes
Q18705926,Robert E. Langdon, Jr.
Q8961727,Firmino_Monteiro
Q18705989,Zoltan Pali
Q18393310,Tennyson_Cole
Q18706117,Ernest C. Wilson, Jr.
Q2907262,Herman_A._Kähler
Q1870705,Johan Gabriëlse
Q18224991,Henri_Bol
Q18707486,Şefik Birkiye
Q12321377,Karl_Hansen_Reistrup
Q18707525,Douglas Jennings
Q18342761,Thomas_Keyse
Q1870797,Lothar Dräger
Q11978853,Johannes_Bjerg
Q18708319,Sam Charles
Q1403817,José_Casado_del_Alisal
Q18708575,Signor Blitz
Q6055025,Axel_Poulsen
Q18709258,John Dugdale
Q1295781,Henry_Meynell_Rheam
Q18710490,Nicolaus Davis
Q954344,Casto_Plasencia
Q18710610,Chhel Vayeda
Q18358643,Otis_Oldfield
Q1871218,Lotty Rosenfeld
Q18416776,Arturo_Berned
Q1871287,Lou Fine
Q2866310,Erik_Thommesen
Q18713041,Giovanni Battista Ingoni
Q18392775,Jose_Moya_del_Pino
Q18713435,Latrice Royale
Q3770616,Giuseppe_Galeòtti
Q1871355,Nico Jesse
Q4588009,Palle_Nielsen
Q18714009,John Leonard Kalenberg van Dort
Q18388537,Lambert_de_Hondt_the_Elder
Q1871432,Louis-Martin Berthault
Q1111591,Bálint_Kiss
Q1871509,Peter Wienk
Q18391698,David_Simpson_(artist)
Q1871569,Louis Antoine Capdevielle
Q2637614,Albert_Benningk
Q18715725,K.C. Duncan
Q19666914,Lot_Flannery
Q18715732,André Fau
Q19573315,Nicola_de_Nicoli
Q18715759,Martin Hedmark
Q18398076,Marcel_Wolfers
Q18715818,Raymond Clare Nowland
Q12344168,William_Hammer_(painter)
Q18715839,Einar Stang
Q11963186,Carl_Thomsen
Q18715924,Vincenzo Valdrè
Q1401969,Giovanni_Battista_Castagneto
Q18715942,Jack Hennessy, junior
Q18715954,Ian_Strang
Q18715951,Giuseppe Bacigalupo
Q3081023,Francesco_Montemezzano
Q18715976,Élie Le Goff
Q12306056,Christian_Lemmerz
Q18715980,Alvin Francis Lindsay
Q12282012,Yoan_Leviev
Q18715995,Ida McCain
Q18619065,Lavar_Munroe
Q18716029,Oswald Pryor
Q1164814,Jakab_Marastoni
Q18716040,Algernon Winter Rose
Q18640105,Ansano_di_Andrea_di_Bartolo
Q18716046,Robert Tor Russell
Q764716,Ingvar_Cronhammar
Q18716069,Soichi Sunami
Q18530825,Rudolf_Matutinović
Q18716089,K. Venkatappa
Q19664493,Ole_Sporring
Q18716090,Victor Forsythe
Q1712951,Julius_Schmid_(painter)
Q18716091,Vida Lahey
Q5705972,Torben_Ebbesen
Q18716142,Gilbert O. Erickson
Q12318000,Ib_Geertsen
Q18716163,Arthur B. Heaton
Q3090064,Frédéric_Montenard
Q18716252,Friedrich Dietz von Weidenberg
Q6044711,Konstantin_Kapıdağlı
Q18716281,Leonardo Sconzani
Q955720,Ib_Braase
Q18716288,Frans van Bleyswyck
Q18684601,Robin_Barton
Q187166,Antonin Artaud
Q18627806,George_Albert_Harris
Q1871688,Louis Feuillée
Q10857968,Jaume_Morera_i_Galícia
Q1871693,Louis Galloche
Q18510600,Robert_Boardman_Howard
Q1871715,Louis Hellman
Q18619382,William_Kennedy_(painter)
Q1871763,Louis John Steele
Q18808782,Paul_Gadegaard
Q1871768,Louis Isidore Duperrey
Q12307116,Dan_Sterup-Hansen
Q1871779,Louis Jean Desprez
Q18518770,Ferenc_Csentery
Q1871791,Louis Kolitz
Q18631326,Charles_Stafford_Duncan
Q1871857,Louis Mayer
Q18601440,Merlin_James
Q18719145,Albert W. Fuller
Q18530861,Geoffrey_Clarke
Q18719146,Waldo V. Howard
Q19666140,Svend_Johansen
Q18719147,Paul A. Kennon
Q18737256,Herman_Volz
Q18719149,Howard Lane
Q6073501,Elof_Risebye
Q18719150,Mary Lund Davis
Q18572571,Muu_Blanco
Q18719152,Robert Hull
Q18716234,Ole_Søndergaard
Q18719153,William Rupp
Q18645946,Peter_Alsing_Nielsen
Q18719154,Warren Dunnell
Q12337877,Sven_Dalsgaard
Q18719184,Bill Jay
Q19840607,Q._Wang_(artist)
Q18719248,James Watrous
Q12330141,Ole_Schwalbe
Q18719326,Carlos Brillembourg
Q18811179,Kasper_Heiberg
Q18719413,Jacqueline Fraser
Q18523955,Pierre_Bourguignon_(painter)
Q18720075,Adam Jury
Q5553291,Mogens_Andersen
Q18720142,Philip Mond
Q3167564,Jean-Marie_Baumel
Q18720147,Charlotte Moss
Q18646058,Frede_Christoffersen
Q18720279,Tawee Rujaneekorn
Q18685437,Dionisio_Cimarelli
Q18720286,Thomas A. S. Tiang
Q13118002,Dinanath_Dalal
Q18720301,Yona Verwer
Q18533399,Christiaan_van_Pol
Q1872032,Louis W. Ballard
Q1286290,Gustave_Léonard_de_Jonghe
Q18720616,Elisabetta Catalano
Q19665917,Rasmus_Nellemann
Q18723072,Elsa Cayat
Q5552554,Luis_Álvarez_Catalá
Q1872461,Rafael Lozano-Hemmer
Q18786398,John_Hitchens
Q1872491,Justin Vivian Bond
Q12300872,Albert_Mertz
Q1872615,Lowes Cato Dickinson
Q18808761,Christian_Daugaard
Q187262,Zeki Ergezen
Q18685227,Carl_Robert_Pope
Q1872755,Lu Yanshao
Q18686134,Egon_Fischer
Q1872909,Henri Gillain
Q1871418,Louis_Henri_Nicot
Q1872925,Luc Delahaye
Q3318228,Mogens_Møller
Q18729524,Eliana Bórmida
Q794812,Sándor_Bihari
Q1872970,Luca Ferrari
Q20650643,Seedfeeder
Q1872974,Luca Novelli
Q11979031,John_Olsen_(Danish_artist)
Q18729823,Trystan Edwards
Q1427499,Walter_Arnold_(sculptor)
Q18729849,E. M. Bruce Vaughan
Q12337204,Stig_Brøgger
Q18729958,Alfred Meeson
Q517574,José_Villegas_Cordero
Q18729974,Andrew Mercer
Q12320725,Jørgen_Boberg
Q18729975,Andrew Morton
Q18637239,Jim_Chuchu
Q18730048,Catherine da Costa
Q16594258,Raffaele_Tafuri
Q1873074,Lucas Gassel
Q18738875,Thomas_Bang
Q187310,Carl Larsson
Q18640658,Holger_J._Jensen
Q18732012,John Mole
Q18808551,Isaac_Cordal
Q187324,Zelda Fitzgerald
Q18640419,T._H._Thomas
Q18732543,John Oakman
Q19594763,Knud_Hvidberg
Q18732718,Joseph Harker
Q19664456,Erik_Raadal
Q18732760,Joseph Mullens
Q18684073,Henrik_B._Andersen
Q1873294,Luciano Damiani
Q19594748,George_Rhoads
Q1873368,Lucien Bechmann
Q18565600,Michael_Edmonds_(artist)
Q1873405,Lucien Magne
Q18631656,Paul_Chan_(artist)
Q18735046,Thomas Falcon Marshall
Q15726194,Valmar_(painter)
Q18735376,Thomas Onwhyn
Q20685434,Walter_Sanford
Q18736279,Louis Michel Halbou
Q19666889,Zerihun_Yetmgeta
Q18736313,Alexandre-Auguste Robineau
Q18716256,Sigurd_Wandel
Q18736528,Louis Licherie
Q16398399,Robert_Elibekyan
Q18736953,Thomas Bonnar
Q18565345,Areg_Elibekyan
Q18736960,John Cunningham
Q6009672,Michael_Kvium
Q18737028,Samuel Knight
Q18716279,Biagio_Miniera
Q18737258,Elof Wedin
Q19288358,Carlo_Palucci
Q18738608,Mia Nakano
Q15070119,Giuseppe_Giosafatti
Q1873864,Ludger tom Ring the Elder
Q10272460,Emmanuel_Zamor
Q1873872,Benjamin Rabier
Q18686439,Michael_Grab
Q18738792,Janice Lourie
Q18535736,Aneurin_Jones
Q18738819,Jeannine Mosely
Q19288557,Giovanni_Antonio_Pandolfi_(painter)
Q1873941,Ľudovít Lehen
Q5824034,Valdemar_Irminger
Q18739420,Appleton P. Clark, Jr.
Q18639924,Ilgvars_Zalāns
Q18739422,George S. Cooper
Q1918538,Meister_des_Göttinger_Barfüßeraltars
Q18739424,David Frederick Wallace
Q18619037,Charles_Hinman
Q18739430,Julius Germuiller
Q3081013,Marino_Di_Teana
Q18739432,India Boyer
Q19665147,Sidney_Robertson-Rodger
Q18739436,Mark Khidekel
Q3101496,George_Cole_(artist)
Q1874037,Ludovike Simanowiz
Q521733,Emilio_Sala_(painter)
Q1874353,Ludwig Elsholtz
Q17281243,Jens_Lund
Q18744635,Patrick Baud
Q19901391,Bibi_(artist)
Q18744776,François Huguet
Q1676973,Jack_Bilbo
Q18744864,Olivier Martinet
Q324122,Johannes_Fabritius
Q18744934,Thomas Poussin
Q18407788,Dmitry_Shorin
Q18744943,Paul Rambié
Q6125663,Sergio_Trujillo_Magnenat
Q18745260,Jean Lambert-wild
Q18639100,Anton_Nowak
Q18746545,Kanhai Chitrakar
Q21062613,Karsten_Konrad
Q18746581,William Hope
Q20685520,Yeshayahu_Sheinfeld
Q1874705,Ludwig Kunstmann
Q1443521,Jorge_Pardo_(artist)
Q18748120,Fuad Seyidzadeh
Q19364385,Vincenzo_Miserendino
Q18748264,Beniamino Facchinelli
Q18808797,William_Melton_Halsey
Q1874847,Ludwig Oechslin
Q18716280,Gerard_Rijsbrack
Q18749031,Katherine G. Farley
Q4568470,Joachim_Frich
Q18749153,Siramdasu Venkata Rama Rao
Q18645839,Frank_Roper
Q18749196,Leah Shore
Q19288237,Albert_Auwercx
Q1874923,Jan van Logteren
Q18716293,Pier_Francesco_Cavazza
Q1874963,Ludwig Schmid-Reutte
Q18417706,Camil_Bofill
Q18749731,Carl Johannes Edwards
Q2159499,Roberto_Ferruzzi
Q1874985,Ludwig Schongauer
Q1695730,Johann_Oswald_Harms
Q18750622,Francis Edwards
Q762734,August_Leu
Q18750628,John Wells
Q18233370,Kishio_Suga
Q18750632,Arthur A. J. Marshman
Q15844755,Gasparo_Cairano
Q18750643,Peter Stead
Q18619000,Harold_Anderson_(illustrator)
Q18750646,Henry Tanner
Q18640087,Pieter_van_Aelst_(17th_century)
Q18750649,Thomas Gildard
Q19288324,Giovanni_Battista_Lazzaroni
Q18750652,Terence Verity
Q16900047,Steffen_Kverneland
Q18750655,William Whitfield
Q18619405,John_Marshall_(Scottish_sculptor)
Q18750661,Alexander Yusuf
Q19288326,Giovanni_Lazzoni
Q18751132,Samuel E Vázquez
Q15105353,Master_of_the_Baroncelli_Portraits
Q18751135,Xyza Cruz Bacani
Q3299661,Matthaeus_Greuter
Q1875186,Ludwig Wilhelm Wichmann
Q16903585,Terje_Nordberg
Q1875315,Ludwig von Herterich
Q5731976,Lars_Fiske
Q18753203,Coco
Q5403967,Arild_Midthun
Q18753443,C. H. Collins Baker
Q18978071,Willy_Heeks
Q18753791,Mary Catherine Lamb
Q18716057,Robert_Sivell
Q18753797,David Lozeau
Q1503563,Georg_Anton_Urlaub
Q187548,Friedrich Eduard Meyerheim
Q18684835,John_Blackburn_(artist)
Q18756654,Edgar Papworth
Q6791758,Hobbe_Smith
Q18756800,James Palmer
Q18645772,Doyle_Lane
Q18756864,John Parker
Q18639543,Ivan_Fedorovich_Choultsé
Q18757229,William Parsons
Q1531238,Francesc_Masriera
Q18757253,William Pitts
Q19666724,Willie_Middlebrook_(artist)
Q18757266,Wyatt Papworth
Q19573553,William_Pajaud
Q187578,Stan Ioan Pătraș
Q18811024,Gebre_Kristos_Desta
Q18758542,Antonio Gaidon
Q6766761,Mark_Bloch
Q18759239,Benjamin Thomas Pouncy
Q3058864,Esteban_Francés
Q18759329,Giovanni Orlandi
Q19276836,John_Parker_(potter)
Q18759397,Samuel Rowe
Q18685389,Chris_Charteris
Q18760309,Bryan McCormack
Q18516616,Jan_Stolker
Q18761923,Christopher Steele
Q18716285,Francesco_Vellani
Q18761936,Edwin Sachs
Q2680843,Louis_Meijer
Q18761964,George Truefitt
Q18808933,Ed_Wilson_(artist)
Q18761973,Gulielma Lister
Q2994858,Constant-Joseph_Brochart
Q1876230,Luigi Moretti
Q19665614,Douglas_David
Q1876245,Luigi Rodriguez
Q1748033,Alexander_Kircher
Q18763179,Tadeu Jungle
Q14517521,Walter_De_Buck
Q18763748,Juliet Peter
Q19668433,Tristram_Ellis
Q18763749,Laughlin Phillips
Q16186069,Qian_Weicheng
Q18763838,Aurea Aguilar
Q3571654,Yann_Larhantec
Q18763915,Juan Carlo Calma
Q18736955,Thomas_Stuart_Burnett
Q18763919,Naomi Capon
Q18752790,Andrew_Currie_(sculptor)
Q18763932,Chan Sheng-Yao
Q18808859,Harald_Gustav_Nilsen
Q1876397,Luis Feito
Q11996922,Ragnar_Pedersen
Q18763970,Colleen Waata Urlich
Q18716141,Olav_Engebrigtsen
Q18764034,Jack Early
Q18736963,George_Whitton_Johnstone
Q18764183,Phil Rogers
Q17096676,Audun_Hetland
Q1876559,Frank Armington
Q17106304,Oscar_Reynert_Olsen
Q1876707,Carlos Baca-Flor
Q4065298,Rune_Johan_Andersson
Q187690,Ferdinand von Rayski
Q11964508,Dagfinn_Bakke
Q1877026,Daniel Carter Beard
Q37562493,Marcos_Kurtycz
Q1877040,Luke Jermay
Q17106642,Leif_Raa
Q1877103,John William Beatty
Q5923320,Morten_M._Kristiansen
Q1877147,Lula
Q12006961,Tore_Bernitz_Pedersen
Q1877439,Raoul Dautry
Q19665726,William_Shirreffs
Q187765,Henry Miller
Q19664284,Peter_Slater_(sculptor)
Q187814,Tracy Chapman
Q5664127,Alceu_Ribeiro
Q18783557,Andrew Robertson
Q9030461,Mateo_Inurria
Q18783587,Charles Reeves
Q19462089,Jacobo_Angeles
Q18783588,Charles James Richardson
Q19663650,Tom_Maley_(sculptor)
Q18784012,Thomas Rudge
Q621439,Giovan_Francesco_Gonzaga
Q1878445,Luísa Queirós
Q762976,August_Matthias_Hagen
Q187850,Mathew Brady
Q18716075,Spiridione_Roma
Q1878730,Lyman Young
